Year,Price
07/07/16 0:00,2.78
,
07/08/16 0:00,2.8
,
07/11/16 0:00,2.88
,
07/12/16 0:00,2.88
,
07/13/16 0:00,2.81
,
07/14/16 0:00,2.79
,
07/15/16 0:00,2.7
,
07/18/16 0:00,2.83
,
07/19/16 0:00,2.83
,
07/20/16 0:00,2.76
,
07/21/16 0:00,2.76
,
07/22/16 0:00,2.8
,
07/25/16 0:00,2.8
,
07/26/16 0:00,2.84
,
07/27/16 0:00,2.84
,
07/28/16 0:00,2.79
,
07/29/16 0:00,2.97
,
08/01/16 0:00,2.97
,
08/02/16 0:00,2.79
,
08/03/16 0:00,2.89
,
08/04/16 0:00,2.89
,
08/05/16 0:00,2.88
,
08/08/16 0:00,2.85
,
08/09/16 0:00,2.85
,
08/10/16 0:00,2.76
,
08/11/16 0:00,2.7
,
08/12/16 0:00,2.7
,
08/15/16 0:00,2.75
,
08/16/16 0:00,2.75
,
08/17/16 0:00,2.76
,
08/18/16 0:00,2.75
,
08/19/16 0:00,2.67
,
08/22/16 0:00,2.75
,
08/23/16 0:00,2.75
,
08/24/16 0:00,2.82
,
08/25/16 0:00,2.89
,
08/26/16 0:00,2.91
,
08/29/16 0:00,2.97
,
08/30/16 0:00,2.95
,
08/31/16 0:00,2.95
,
09/01/16 0:00,2.95
,
09/02/16 0:00,2.88
,
09/05/16 0:00,2.88
,
09/06/16 0:00,2.88
,
09/07/16 0:00,2.77
,
09/08/16 0:00,2.88
,
09/09/16 0:00,2.93
,
09/12/16 0:00,3.04
,
09/13/16 0:00,3.04
,
09/14/16 0:00,3.07
,
09/15/16 0:00,2.98
,
09/16/16 0:00,2.97
,
09/19/16 0:00,3
,
09/20/16 0:00,3.12
,
09/21/16 0:00,3.19
,
09/22/16 0:00,3.18
,
09/23/16 0:00,3.06
,
09/26/16 0:00,3.06
,
09/27/16 0:00,3.09
,
09/28/16 0:00,3.07
,
09/29/16 0:00,2.98
,
09/30/16 0:00,2.84
,
10/03/16 0:00,2.84
,
10/04/16 0:00,2.83
,
10/05/16 0:00,2.83
,
10/06/16 0:00,3.04
,
10/07/16 0:00,3.02
,
10/10/16 0:00,3.18
,
10/11/16 0:00,3.17
,
10/12/16 0:00,3.17
,
10/13/16 0:00,3.16
,
10/14/16 0:00,3.18
,
10/17/16 0:00,3.21
,
10/18/16 0:00,3.25
,
10/19/16 0:00,3.18
,
10/20/16 0:00,3.12
,
10/21/16 0:00,2.92
,
10/24/16 0:00,2.78
,
10/25/16 0:00,2.69
,
10/26/16 0:00,2.69
,
10/27/16 0:00,2.72
,
10/28/16 0:00,2.72
,
10/31/16 0:00,2.85
,
11/01/16 0:00,2.53
,
11/02/16 0:00,2.53
,
11/03/16 0:00,2.41
,
11/04/16 0:00,2.2
,
11/07/16 0:00,2.37
,
11/08/16 0:00,2.34
,
11/09/16 0:00,2.22
,
11/10/16 0:00,2.08
,
11/11/16 0:00,2.08
,
11/14/16 0:00,2.26
,
11/15/16 0:00,2.49
,
11/16/16 0:00,2.49
,
11/17/16 0:00,2.37
,
11/18/16 0:00,2.6
,
11/21/16 0:00,2.81
,
11/22/16 0:00,2.73
,
11/23/16 0:00,2.76
,
11/24/16 0:00,2.76
,
11/25/16 0:00,2.76
,
11/28/16 0:00,2.96
,
11/29/16 0:00,3.02
,
11/30/16 0:00,3.32
,
12/01/16 0:00,3.32
,
12/02/16 0:00,3.44
,
12/05/16 0:00,3.44
,
12/06/16 0:00,3.75
,
12/07/16 0:00,3.8
,
12/08/16 0:00,3.68
,
12/09/16 0:00,3.75
,
12/12/16 0:00,3.6
,
12/13/16 0:00,3.65
,
12/14/16 0:00,3.55
,
12/15/16 0:00,3.56
,
12/16/16 0:00,3.51
,
12/19/16 0:00,3.55
,
12/20/16 0:00,3.39
,
12/21/16 0:00,3.5
,
12/22/16 0:00,3.5
,
12/23/16 0:00,3.6
,
12/26/16 0:00,3.6
,
12/27/16 0:00,3.7
,
12/28/16 0:00,3.7
,
12/29/16 0:00,3.71
,
12/30/16 0:00,3.71
,
01/02/17 0:00,3.71
,
01/03/17 0:00,3.41
,
01/04/17 0:00,3.42
,
01/05/17 0:00,3.42
,
01/06/17 0:00,3.38
,
01/09/17 0:00,3.14
,
01/10/17 0:00,3.21
,
01/11/17 0:00,3.27
,
01/12/17 0:00,3.36
,
01/13/17 0:00,3.36
,
01/16/17 0:00,3.36
,
01/17/17 0:00,3.37
,
01/18/17 0:00,3.26
,
01/19/17 0:00,3.25
,
01/20/17 0:00,3.23
,
01/23/17 0:00,3.16
,
01/24/17 0:00,3.16
,
01/25/17 0:00,3.26
,
01/26/17 0:00,3.44
,
01/27/17 0:00,3.31
,
01/30/17 0:00,3.22
,
01/31/17 0:00,3
,
02/01/17 0:00,3.15
,
02/02/17 0:00,3.13
,
02/03/17 0:00,3.13
,
02/06/17 0:00,2.92
,
02/07/17 0:00,3.03
,
02/08/17 0:00,3.05
,
02/09/17 0:00,3.11
,
02/10/17 0:00,3.11
,
02/13/17 0:00,2.93
,
02/14/17 0:00,2.85
,
02/15/17 0:00,2.95
,
02/16/17 0:00,2.88
,
02/17/17 0:00,2.75
,
02/20/17 0:00,2.75
,
02/21/17 0:00,2.56
,
02/22/17 0:00,2.52
,
02/23/17 0:00,2.63
,
02/24/17 0:00,2.63
,
02/27/17 0:00,2.44
,
02/28/17 0:00,2.54
,
03/01/17 0:00,2.54
,
03/02/17 0:00,2.59
,
03/03/17 0:00,2.5
,
03/06/17 0:00,2.68
,
03/07/17 0:00,2.68
,
03/08/17 0:00,2.59
,
03/09/17 0:00,2.83
,
03/10/17 0:00,2.98
,
03/13/17 0:00,3.04
,
03/14/17 0:00,3.02
,
03/15/17 0:00,3.02
,
03/16/17 0:00,2.84
,
03/17/17 0:00,2.85
,
03/20/17 0:00,2.93
,
03/21/17 0:00,3.09
,
03/22/17 0:00,3.02
,
03/23/17 0:00,2.93
,
03/24/17 0:00,2.97
,
03/27/17 0:00,2.94
,
03/28/17 0:00,2.95
,
03/29/17 0:00,3.03
,
03/30/17 0:00,3.08
,
03/31/17 0:00,3.13
,
04/03/17 0:00,3.13
,
04/04/17 0:00,3.06
,
04/05/17 0:00,3.22
,
04/06/17 0:00,3.23
,
04/07/17 0:00,3.23
,
04/10/17 0:00,3.15
,
04/11/17 0:00,3.11
,
04/12/17 0:00,2.97
,
04/13/17 0:00,3
,
04/14/17 0:00,3
,
04/17/17 0:00,3.09
,
04/18/17 0:00,3.11
,
04/19/17 0:00,3.11
,
04/20/17 0:00,3.13
,
04/21/17 0:00,3.06
,
04/24/17 0:00,3.06
,
04/25/17 0:00,2.99
,
04/26/17 0:00,3.06
,
04/27/17 0:00,3.13
,
04/28/17 0:00,3.2
,
05/01/17 0:00,3.2
,
05/02/17 0:00,3.13
,
05/03/17 0:00,3.14
,
05/04/17 0:00,3.11
,
05/05/17 0:00,3.1
,
05/08/17 0:00,3.06
,
05/09/17 0:00,3.03
,
05/10/17 0:00,3.03
,
05/11/17 0:00,3.23
,
05/12/17 0:00,3.24
,
05/15/17 0:00,3.26
,
05/16/17 0:00,3.27
,
05/17/17 0:00,3.27
,
05/18/17 0:00,3.13
,
05/19/17 0:00,3.11
,
05/22/17 0:00,3.24
,
05/23/17 0:00,3.22
,
05/24/17 0:00,3.22
,
05/25/17 0:00,3.1
,
05/26/17 0:00,3.1
,
05/29/17 0:00,3.1
,
05/30/17 0:00,3.1
,
05/31/17 0:00,3.05
,
06/01/17 0:00,3.05
,
06/02/17 0:00,2.85
,
06/05/17 0:00,2.92
,
06/06/17 0:00,2.92
,
06/07/17 0:00,3.06
,
06/08/17 0:00,2.98
,
06/09/17 0:00,3.03
,
06/12/17 0:00,3.12
,
06/13/17 0:00,3.12
,
06/14/17 0:00,2.95
,
06/15/17 0:00,2.94
,
06/16/17 0:00,3.01
,
06/19/17 0:00,2.87
,
06/20/17 0:00,2.91
,
06/21/17 0:00,2.91
,
06/22/17 0:00,2.88
,
06/23/17 0:00,2.89
,
06/26/17 0:00,2.98
,
06/27/17 0:00,2.99
,
06/28/17 0:00,3.03
,
06/29/17 0:00,3.07
,
06/30/17 0:00,2.98
,
07/03/17 0:00,2.98
,
07/04/17 0:00,2.98
,
07/05/17 0:00,2.98
,
07/06/17 0:00,2.89
,
07/07/17 0:00,2.91
,
07/10/17 0:00,2.92
,
07/11/17 0:00,2.98
,
07/12/17 0:00,3.01
,
07/13/17 0:00,2.96
,
07/14/17 0:00,2.94
,
07/17/17 0:00,3.04
,
07/18/17 0:00,3.11
,
07/19/17 0:00,3.11
,
07/20/17 0:00,3.12
,
07/21/17 0:00,3.06
,
07/24/17 0:00,2.99
,
07/25/17 0:00,2.99
,
07/26/17 0:00,2.92
,
07/27/17 0:00,2.95
,
07/28/17 0:00,2.96
,
07/31/17 0:00,2.87
,
08/01/17 0:00,2.8
,
08/02/17 0:00,2.8
,
08/03/17 0:00,2.76
,
08/04/17 0:00,2.76
,
08/07/17 0:00,2.8
,
08/08/17 0:00,2.81
,
08/09/17 0:00,2.81
,
08/10/17 0:00,2.89
,
08/11/17 0:00,2.96
,
08/14/17 0:00,3.02
,
08/15/17 0:00,2.96
,
08/16/17 0:00,2.94
,
08/17/17 0:00,2.91
,
08/18/17 0:00,2.9
,
08/21/17 0:00,3
,
08/22/17 0:00,3
,
08/23/17 0:00,2.94
,
08/24/17 0:00,2.97
,
08/25/17 0:00,2.93
,
08/28/17 0:00,2.95
,
08/29/17 0:00,2.95
,
08/30/17 0:00,2.95
,
08/31/17 0:00,2.92
,
09/01/17 0:00,2.88
,
09/04/17 0:00,2.88
,
09/05/17 0:00,2.88
,
09/06/17 0:00,2.98
,
09/07/17 0:00,2.92
,
09/08/17 0:00,2.88
,
09/11/17 0:00,2.88
,
09/12/17 0:00,2.88
,
09/13/17 0:00,3.02
,
09/14/17 0:00,3.03
,
09/15/17 0:00,3
,
09/18/17 0:00,3.11
,
09/19/17 0:00,3.18
,
09/20/17 0:00,3.13
,
09/21/17 0:00,3.11
,
09/22/17 0:00,2.93
,
09/25/17 0:00,2.96
,
09/26/17 0:00,2.96
,
09/27/17 0:00,2.98
,
09/28/17 0:00,2.96
,
09/29/17 0:00,2.94
,
10/02/17 0:00,2.94
,
10/03/17 0:00,2.73
,
10/04/17 0:00,2.8
,
10/05/17 0:00,2.8
,
10/06/17 0:00,2.93
,
10/09/17 0:00,2.87
,
10/10/17 0:00,2.89
,
10/11/17 0:00,2.89
,
10/12/17 0:00,2.95
,
10/13/17 0:00,2.99
,
10/16/17 0:00,2.87
,
10/17/17 0:00,2.88
,
10/18/17 0:00,2.81
,
10/19/17 0:00,2.83
,
10/20/17 0:00,2.8
,
10/23/17 0:00,2.95
,
10/24/17 0:00,2.95
,
10/25/17 0:00,2.98
,
10/26/17 0:00,2.91
,
10/27/17 0:00,2.78
,
10/30/17 0:00,2.94
,
10/31/17 0:00,2.84
,
11/01/17 0:00,2.68
,
11/02/17 0:00,2.68
,
11/03/17 0:00,2.75
,
11/06/17 0:00,3.01
,
11/07/17 0:00,3.07
,
11/08/17 0:00,3.16
,
11/09/17 0:00,3.18
,
11/10/17 0:00,3.17
,
11/13/17 0:00,3.13
,
11/14/17 0:00,3.06
,
11/15/17 0:00,3.16
,
11/16/17 0:00,3.09
,
11/17/17 0:00,3.04
,
11/20/17 0:00,3.04
,
11/21/17 0:00,3.05
,
11/22/17 0:00,3.05
,
11/23/17 0:00,3.05
,
11/24/17 0:00,3.05
,
11/27/17 0:00,2.88
,
11/28/17 0:00,2.88
,
11/29/17 0:00,3.06
,
11/30/17 0:00,3.06
,
12/01/17 0:00,2.84
,
12/04/17 0:00,2.91
,
12/05/17 0:00,2.86
,
12/06/17 0:00,2.86
,
12/07/17 0:00,2.81
,
12/08/17 0:00,2.78
,
12/11/17 0:00,2.81
,
12/12/17 0:00,2.87
,
12/13/17 0:00,2.87
,
12/14/17 0:00,2.69
,
12/15/17 0:00,2.6
,
12/18/17 0:00,2.71
,
12/19/17 0:00,2.75
,
12/20/17 0:00,2.72
,
12/21/17 0:00,2.64
,
12/22/17 0:00,2.63
,
12/26/17 0:00,2.68
,
12/27/17 0:00,2.76
,
12/28/17 0:00,2.97
,
12/29/17 0:00,3.69
,
01/02/18 0:00,6.24
,
01/03/18 0:00,6.24
,
01/04/18 0:00,4.65
,
01/05/18 0:00,nan
,
01/08/18 0:00,2.89
,
01/09/18 0:00,2.93
,
01/10/18 0:00,3.16
,
01/11/18 0:00,3.16
,
01/12/18 0:00,4.06
,
01/16/18 0:00,5.46
,
01/17/18 0:00,3.92
,
01/18/18 0:00,3.92
,
01/19/18 0:00,3.2
,
01/22/18 0:00,3.13
,
01/23/18 0:00,3.35
,
01/24/18 0:00,3.54
,
01/25/18 0:00,3.54
,
01/26/18 0:00,3.58
,
01/29/18 0:00,3.6
,
01/30/18 0:00,3.6
,
01/31/18 0:00,3.34
,
02/01/18 0:00,3.06
,
02/02/18 0:00,2.91
,
02/05/18 0:00,2.85
,
02/06/18 0:00,2.75
,
02/07/18 0:00,2.74
,
02/08/18 0:00,2.74
,
02/09/18 0:00,2.66
,
02/12/18 0:00,2.6
,
02/13/18 0:00,2.58
,
02/14/18 0:00,2.53
,
02/15/18 0:00,2.49
,
02/16/18 0:00,2.49
,
02/20/18 0:00,2.61
,
02/21/18 0:00,2.65
,
02/22/18 0:00,2.65
,
02/23/18 0:00,2.58
,
02/26/18 0:00,2.6
,
02/27/18 0:00,2.59
,
02/28/18 0:00,2.66
,
03/01/18 0:00,2.67
,
03/02/18 0:00,2.67
,
03/05/18 0:00,2.7
,
03/06/18 0:00,2.7
,
03/07/18 0:00,2.8
,
03/08/18 0:00,2.8
,
03/09/18 0:00,2.71
,
03/12/18 0:00,2.78
,
03/13/18 0:00,2.76
,
03/14/18 0:00,2.69
,
03/15/18 0:00,2.7
,
03/16/18 0:00,2.62
,
03/19/18 0:00,2.62
,
03/20/18 0:00,2.71
,
03/21/18 0:00,2.74
,
03/22/18 0:00,2.62
,
03/23/18 0:00,2.58
,
03/26/18 0:00,2.63
,
03/27/18 0:00,2.6
,
03/28/18 0:00,2.64
,
03/29/18 0:00,2.81
,
04/02/18 0:00,2.75
,
04/03/18 0:00,2.75
,
04/04/18 0:00,2.81
,
04/05/18 0:00,2.81
,
04/06/18 0:00,2.81
